OBJECTID,WD19CD,WD19NM,WD19NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
7156,E05012929,Andover Millway, ,434250,145293,-1.5111,51.20582,2937368.09754562,10146.1032874521,83dd6fc0-29b6-48e8-83de-2ecb298bb04a
7157,E05012930,Andover St Mary's, ,437156,145795,-1.46945,51.21015,3123442.00644684,8604.97941259217,d3ef5051-9886-474a-92e5-44a00cd101e9
7158,E05012931,Andover Winton, ,436857,144716,-1.47385,51.20047,2548452.45812225,7175.29667414338,da4e3753-1ce2-4234-98e7-41f747450405
7159,E05012932,Anna, ,431246,142929,-1.55431,51.18473,69913664.4316177,46495.7340771512,3a5fb051-53df-4682-b2c6-f0a89dde92ed
7160,E05012933,Bellinger, ,428048,146849,-1.59976,51.22015,35961247.0034103,31224.9883413391,9ddb0203-3e2d-496c-b920-8c2e0a15242e
7161,E05012934,Bourne Valley, ,436383,153621,-1.47973,51.28057,76052479.1936226,49334.8465979404,f9e3bf28-0f6d-4eb1-b76d-535beaf46864
7162,E05012935,Charlton & the Pentons, ,433021,147926,-1.52845,51.22956,14401235.1598053,17742.9125647522,968c9b97-2f3d-4a98-bb5c-fb692b3e4005
7163,E05012936,"Chilworth, Nursling & Rownhams", ,437282,117146,-1.4706,50.95253,31219034.3587494,38399.2979550449,c9a9d4c4-4638-4538-b2be-cb21b25a2445
7164,E05012937,North Baddesley, ,439893,120644,-1.43305,50.98381,7966233.65187454,14736.143901976,580bed4d-f6fb-4427-af5f-0bc4a51ec62f
7165,E05012938,Romsey Cupernham, ,436493,122864,-1.48126,51.004,5761426.74136353,12676.8031084456,94173c24-db15-4e67-8dc7-7820a4d9110e
7166,E05012939,Valley Park, ,442041,120780,-1.40243,50.98488,2442274.70270538,8219.2883198975,99d7af10-aa99-4f74-a9f0-e4e96ee70142
7167,E05012940,Belah & Kingmoor, ,338324,558765,-2.96376,54.91976,13362831.9295349,19094.3594946395,bc14b2c7-71da-464f-ab79-fb5c1ae4ba68
7168,E05012941,Botcherby & Harraby North, ,342378,555386,-2.89984,54.88988,4053132.62141418,11807.2891029308,b67f8ea5-e95a-46a1-bd3c-f9ec7ce548b9
7169,E05012942,Brampton & Fellside, ,358927,563712,-2.64306,54.96633,343838009.122787,137596.494340549,f0c4e030-56b2-46ea-9cff-96eb563d86ca
7170,E05012943,Cathedral & Castle, ,340275,555729,-2.93269,54.89271,4061380.83403015,12512.533032403,475dfa27-19ba-47c2-90e4-54491c41a371
7171,E05012944,Currock & Upperby, ,340821,553867,-2.9238,54.87605,2010811.4566803,6505.11949675616,a7255374-e353-4939-bf28-080c7e16bd27
7172,E05012945,Dalston & Burgh, ,337879,552332,-2.96931,54.8619,140744423.77005,86169.492230958,ab9cc45b-a0ea-4d40-a084-5e16469210e4
7173,E05012946,Denton Holme & Morton South, ,339406,554451,-2.94597,54.88113,3239486.95173645,10848.8213629132,8490b4a5-bc38-4312-9ce7-d77b61b63693
7174,E05012947,Harraby South & Parklands, ,342654,553692,-2.8952,54.87469,2982975.63064575,11399.3864826254,6f3d25a0-b129-4b39-9ee8-dd7633801f68
7175,E05012948,Longtown & the Border, ,345412,570637,-2.85545,55.02725,448214980.147095,154651.826166088,3052e967-4bf1-40a9-b9b8-d8bf50c642a1
7176,E05012949,Newtown & Morton North, ,338329,555393,-2.96296,54.88946,2283991.16065979,9940.26704995724,584a1835-5b15-4270-a951-f28065068b0b
7177,E05012950,Sandsfield & Morton West, ,337469,555221,-2.97632,54.88781,3028337.44076538,10242.2757759669,81fbcb2c-1b31-4fee-b7cf-94802e4b16a7
7178,E05012951,Stanwix & Houghton, ,342212,559267,-2.90321,54.92473,27560237.4045105,32711.532644162,f4eb3e64-545e-4a25-8534-6d43b1edc738
7179,E05012952,Wetheral & Corby, ,346707,553110,-2.83194,54.86991,60738265.4875793,51497.3308162688,0f0af5b2-1ccd-44d3-9cea-8ecd4fef3831
7180,E05012953,Little Stour & Adisham, ,621306,157051,1.171197,51.26962,49269629.9405136,43554.5957212753,39df3f33-fc81-4dba-8e65-74769743b987
7181,E05012954,Nailbourne, ,618627,151001,1.129163,51.21633,40596931.5576172,38920.7921573431,71dfbd45-d7ef-445f-a30a-0e5daf5c6298
7182,E05012955,Reculver, ,622401,165792,1.192313,51.34767,31739454.2859421,38147.2477690609,58617eaa-f38b-4838-9566-334f0bdaf99b
7183,E05012956,Sturry, ,618126,161355,1.12831,51.30949,19755365.6456833,23921.4224619078,db0de444-8a58-473c-9649-93689b9e37ad
7184,E05012957,Credenhill, ,346800,241961,-2.7776,52.07345,17503464.2071381,24210.2023838127,5adbc8eb-c0b5-4b7c-a5e7-cfa49fc08eb1
7185,E05012958,Queenswood, ,349239,251130,-2.74339,52.15611,50765477.5501251,62637.3048971347,1d4c0e15-51f6-4b6b-84dc-959a942c6982
7186,E05012959,Stoney Street, ,343328,240377,-2.82799,52.05886,53621736.5658569,51372.6206664912,f108a56b-450f-469d-84bf-38a08047c48c
7187,E05012960,Sutton Walls, ,352226,247597,-2.69924,52.12461,25681242.8574066,37338.2553584488,4d9789ad-2b21-473f-afbe-a108a20c05d8
7188,E05012961,Gosfield & Greenstead Green, ,579473,229591,0.609331,51.93589,43569108.6235275,56992.6057404555,2e1bf590-ddb3-47ab-9897-6f1cf635d32e
7189,E05012962,Halstead St Andrew's, ,582105,230891,0.648262,51.94671,3545206.78555298,10488.8663434982,586fef7b-a6e9-47cb-b11f-cf513e975476
7190,E05012963,Halstead Trinity, ,580974,230107,0.631412,51.94004,1789248.94876099,7134.98262194417,46d8b514-fdb6-4a0e-bb7d-cf435efe6c5b
7191,E05012964,Hatfield Peverel & Terling, ,578401,214031,0.585721,51.79647,51584406.1430588,47331.7909052011,6ae6c940-91fe-4ef9-a012-979960e74b2f
7192,E05012965,Silver End & Cressing, ,581509,218956,0.633321,51.83971,24735666.5409927,34570.9341374516,4656674d-7ea7-43cb-b41d-e10f0e91426a
7193,E05012966,Witham Central, ,582432,214466,0.644339,51.79908,3475837.43106842,12804.4070099586,fe5dd53a-04e4-4341-ae5c-b2e59d5f6a57
7194,E05012967,Witham North, ,581463,216593,0.631415,51.8185,3485427.31565857,11693.3965737271,02bc3a6a-9474-4120-8ca9-4f62f461b50d
7195,E05012968,Bicester South and Ambrosden, ,459484,220348,-1.13726,51.87854,10845096.1669617,20505.8730489389,f42c88b7-2168-4e84-ae9e-36760eb315be
7196,E05012969,Fringford and Heyfords, ,458692,227088,-1.14762,51.93921,134627763.766296,92054.7006880547,59b9de46-0443-4bf1-b400-16c91bd50ab3
7197,E05012970,Abingdon Dunmore, ,450020,199193,-1.27778,51.68927,2077851.49568939,7533.12525668733,2533e375-cf3e-4dc9-a125-da653add3bcb
7198,E05012971,Abingdon Peachcroft, ,450877,198843,-1.26543,51.68605,1774535.84238434,8533.21924229254,04c3dbdd-bdb5-44be-baf5-38837ff55ad5
7199,E05012972,Botley & Sunningwell, ,448559,206000,-1.29796,51.7506,17934884.1756744,35698.6396121731,83ece35b-3111-4396-8632-e06127071cb7
7200,E05012973,Faringdon, ,428225,196622,-1.59327,51.66767,14624011.9387894,22689.5876281641,c6bcfdc0-0a4e-4ee8-bf90-58f80431a809
7201,E05012974,Grove North, ,440247,190600,-1.42013,51.61279,6790165.56767273,12762.2580727175,bf8999d7-09a4-4cc0-85f5-f8cfff04dcb5
7202,E05012975,Hendreds, ,444860,187362,-1.35393,51.58333,50652378.0283432,40573.3036924208,d0c6219a-ebb4-41cf-90f2-3f5da1dc0478
7203,E05012976,Kennington & Radley, ,451956,200106,-1.24964,51.6973,15333940.7159729,20898.4904344796,ceb29519-59ef-4842-a0ef-b54e2f0be289
7204,E05012977,Marcham, ,446656,197997,-1.3266,51.67881,15907077.8182907,23028.3747076724,e96422be-c637-49a3-8944-9e11d73e4b2e
7205,E05012978,Wantage & Grove Brook, ,439692,189057,-1.42832,51.59896,3821944.78212738,11508.8864336161,287968e0-ff46-44e4-9c96-53c0a0be584f
7206,E05012979,Wantage Charlton, ,440398,185672,-1.41852,51.56848,11093755.674057,19828.9382925405,c1b19c69-c552-4cd6-9c6f-0b5d17fa0f95
7207,E05012980,Watchfield & Shrivenham, ,425907,190890,-1.6272,51.61624,99141226.8027649,70421.8750563194,b89100be-e8cc-43c1-bd48-9f52df55a67c
7208,E05012981,Bishop's Stortford All Saints, ,550184,221146,0.179964,51.86868,2926097.35684204,10165.0220746982,cb3d4cb5-84e0-4806-87b2-ec668f6d5acb
7209,E05012982,Bishop's Stortford Central, ,548644,220588,0.157373,51.86408,1847782.43554688,9079.88430249026,3db29a75-efdc-4864-81f5-1872a5752a0f
7210,E05012983,Bishop's Stortford Meads, ,549197,222434,0.166196,51.88052,3489198.43405914,12199.909906498,2b694a2a-90b4-48e7-b37a-7639ae6526c2
7211,E05012984,Bishop's Stortford Silverleys, ,547427,221834,0.140243,51.8756,5345214.974617,14090.5695212244,d57704f6-0d67-406c-a98c-f0c990474cf4
7212,E05012985,Bishop's Stortford South, ,548316,219430,0.152116,51.85376,3449453.81345367,11161.8506202812,35330794-941d-4bb5-bc38-60a8224bb301
7213,E05012986,Buntingford, ,536653,231522,-0.01231,51.96539,19909358.9132462,26554.7680413465,e4ea477b-3d54-46b7-a341-1303898ac6f4
7214,E05012987,Mundens and Cottered, ,534450,225694,-0.04664,51.91356,51461219.2560043,44182.348615017,54a765e7-908a-457a-a596-ca79bf09d4f2
7215,E05012988,East Malling, ,569839,156700,0.434043,51.28411,7126838.51858521,13370.4265864253,277151ac-7280-4ec0-abde-353363c35c9d
7216,E05012989,Kings Hill, ,567913,155479,0.405877,51.27371,3529714.09815216,10475.3050397554,7169e408-80d1-4d7f-83aa-72e209142847
7217,E05012990,Barton, ,616410,157295,1.101269,51.27369,10182924.4749756,17494.8417292541,38b9bc7e-30af-42a1-8c08-0e144ec17170
7218,E05012991,Chartham & Stone Street, ,612140,151243,1.036562,51.22095,69823110.5886917,55341.6305752821,984898be-ad48-44c3-9070-c9d1ca4b354b
7219,E05012992,Kingston Bagpuize, ,439831,195070,-1.42563,51.65301,28839645.6979065,50787.7238778447,d5df1d1a-f862-408a-bcd1-7d4b4dbe45e0
7220,N08000101,Abbey, ,148871,538433,-5.89564,54.67761,910231.530357361,5295.12331270106,29bea071-0f32-43fd-8b7a-3df4e05feaf3
7221,N08000102,Aldergrove, ,123312,535417,-6.2881,54.63721,156223078.699554,66403.0735687651,edb15396-a7b2-439b-b9ae-19fa9f1134cb
7222,N08000103,Antrim Centre, ,126897,544127,-6.24085,54.71722,10627529.634079,17143.4434027435,5ebb0ffb-2762-48cd-9705-b8c01a924e55
7223,N08000104,Ballyclare East, ,142993,547438,-5.99452,54.75538,1828744.33493042,8189.03511864346,a552847c-a583-4a35-801c-883ac9b1e7db
7224,N08000105,Ballyclare West, ,141887,547417,-6.01165,54.75462,1782131.81496429,8311.78164616699,e0f0331b-81a0-43d6-8272-a99bff027ae3
7225,N08000106,Ballyduff, ,147038,539955,-5.92532,54.69034,1042649.03755951,5163.08193751757,7a8a5aaf-28ea-4751-bfbd-6157f9117758
7226,N08000107,Ballyhenry, ,144083,539159,-5.97036,54.68171,860661.960571289,5463.1884956831,307ae649-2d93-4501-823f-ff34dd32e476
7227,N08000108,Ballynure, ,145853,546025,-5.94895,54.74416,43199023.2206192,45087.3588205922,28e05177-e51b-4e37-9527-251da79bc5e7
7228,N08000109,Ballyrobert, ,141908,543977,-6.00827,54.7238,16561033.582901,23667.7978917351,55e0a2bd-7a9a-479a-a817-656a0d79181a
7229,N08000110,Burnthill, ,144689,539437,-5.96122,54.68451,958619.802093506,5731.80170721804,f6d02258-2b3d-4233-b6d5-f67a80dab725
7230,N08000111,Carnmoney, ,145264,539306,-5.95221,54.68363,611395.920219421,4176.60294922472,140862b3-5ae1-4263-a09f-20754a983262
7231,N08000112,Carnmoney Hill, ,146778,538565,-5.92814,54.67775,3464835.42529297,10032.8928208114,3248b747-e962-46e5-9fea-eb02e2823b70
7232,N08000113,Clady, ,136461,535083,-6.0846,54.64125,71468516.4437904,53287.8037178845,51b09620-1e02-45a4-b81c-0bc94d80a8fc
7233,N08000114,Collinbridge, ,144191,536322,-5.9662,54.65633,4331053.08896637,9604.04801302228,2b4480ef-ac47-46b1-89bb-c630c9b1ccec
7234,N08000115,Cranfield, ,120244,544384,-6.34408,54.71587,58136171.7754478,55445.3541860277,7e4f0486-e6fa-4fd5-a52a-ebdf49c1c3f6
7235,N08000116,Crumlin, ,125537,531831,-6.25036,54.60628,13041243.8923454,18600.4519941971,8eedfdad-2e89-48be-a9c3-255a32f25581
7236,N08000117,Doagh, ,140001,547110,-6.0406,54.7509,14607114.4938049,19739.084673472,954e8980-60b2-41b5-b9ae-9d5a79db07d5
7237,N08000118,Fairview, ,146072,539555,-5.93992,54.68627,555292.466667175,3318.71642765616,70d89306-fb9e-4f1d-a8d4-b5ec04c72c82
7238,N08000119,Fountain Hill, ,129222,542878,-6.20369,54.70728,1754296.42069244,7718.57907996684,c0fa47b7-304c-4bcb-aa21-0d6f902a5d80
7239,N08000120,Glebe, ,145643,537624,-5.94488,54.66874,790574.296707153,5039.61851743587,7d597bf5-c3f4-4c5e-93b2-d3ce7125163b
7240,N08000121,Glengormley, ,144723,538393,-5.95978,54.67517,780286.369796753,4843.75703704811,307be0bf-8495-48df-821e-0919edc68333
7241,N08000122,Greystone, ,130383,542910,-6.18575,54.70819,919879.549179077,4820.33325796174,d7b6bbf9-f7fa-47f3-9f78-4bfe798e2f55
7242,N08000123,Hightown, ,144243,537846,-5.96673,54.67002,896134.065666199,5274.91858745853,af4634fa-b274-414f-be42-46f8e9ab1748
7243,N08000124,Jordanstown, ,147953,541161,-5.9122,54.70161,6175897.14597321,11503.5589272132,7050cfff-fb94-4aa7-9459-631251d28651
7244,N08000125,Mallusk, ,141811,539208,-6.00555,54.68099,17041687.7835388,18866.2810365456,78d1cdf4-1285-4d16-a614-eaf05da3acc3
7245,N08000126,Monkstown, ,148061,539103,-5.90875,54.68321,1495445.79660034,5806.44634328518,63668e6d-e52e-414a-a317-586782b8c09c
7246,N08000127,Mossley, ,144229,541613,-5.97025,54.70379,7010971.19798279,14872.5118535385,5a95995e-fd6f-4a98-849b-2de67db31411
7247,N08000128,O'Neill, ,146839,537217,-5.92603,54.66569,907113.13923645,5722.18975669972,28eb8cba-2fa2-44e7-bc18-05dbc74ae200
7248,N08000129,Parkgate, ,136616,547676,-6.09357,54.75421,77636841.557045,55213.490706484,7fb5c494-fb78-4119-9c26-13cf215b706e
7249,N08000130,Randalstown, ,123604,546052,-6.29365,54.73267,16793668.1649361,21367.8561056433,15c2bfe5-77aa-4be0-9b33-73e5c5302648
7250,N08000131,Rathcoole, ,147461,537781,-5.91689,54.67106,660622.58013916,3825.99455758,ce4b832e-f31c-4d08-8020-9d25faece24b
7251,N08000132,Rostulla, ,149628,539397,-5.88475,54.68663,2518329.88578796,7312.15547340927,a64df078-f770-4dca-9bf3-a8d39dc87397
7252,N08000133,Shilvodan, ,126697,549553,-6.24904,54.76574,56912368.8002052,49019.2453816233,5edcc713-edeb-4702-ad7b-380eda6ab923
7253,N08000134,Springfarm, ,129293,545629,-6.20515,54.73198,4656367.73779297,9723.90565501646,0c460869-45be-4e61-aa39-4487adeba5d2
7254,N08000135,Steeple, ,129196,544159,-6.20529,54.71875,1000035.38130951,4484.32107236865,aef0f98c-8484-485a-9436-677d630c77d9
7255,N08000136,Stiles, ,130816,544288,-6.18032,54.72077,4557075.09985352,10686.4157947191,986d1bea-50e6-4cc6-9a33-16c072699720
7256,N08000137,Templepatrick, ,136572,540852,-6.08809,54.69302,36125804.2563782,35826.6442793656,cbbca7ac-f511-416a-8755-d5e337dce235
7257,N08000138,Toome, ,115464,544873,-6.41854,54.71757,85235872.3207436,47417.9228918545,da490c2a-ccc4-4bc3-aafa-65c7d68d53a4
7258,N08000139,Valley, ,147045,536136,-5.92191,54.6561,2491758.62448883,10623.4351005204,a96579b8-79b2-4f43-af3d-2833d7e4abfd
7259,N08000140,Whitehouse, ,148075,536991,-5.90671,54.66428,1616196.21071625,7847.43077900384,05560441-a43f-4de1-886c-53d22ae75f54
7260,N08000201,Aghagallon, ,119020,523873,-6.34336,54.53139,103857216.46962,48827.2978765309,83f1f43c-335b-47c1-8c7d-1e5ebb300ffe
7261,N08000202,Ballybay, ,109761,511651,-6.47402,54.41667,7779366.98241425,15229.6569794081,1b9b4c8d-a5cb-479f-9bd9-c0e740a32a8d
7262,N08000203,Banbridge East, ,126042,501567,-6.21454,54.33531,36101501.2915611,35683.1355962672,9c614968-9b1b-4a43-a4c3-ce857548776c
7263,N08000204,Banbridge North, ,122517,505311,-6.27209,54.36696,5735719.11903763,12617.2093665003,56873133-5aae-4d0f-ac6f-164216fc132d
7264,N08000205,Banbridge South, ,122026,502490,-6.277,54.34141,2366850.5423851,7870.10978189717,8be6125b-e445-4c48-a250-dbeaed85e743
7265,N08000206,Banbridge West, ,121351,503230,-6.28804,54.34767,2207722.59587097,8809.54676128856,d9e04655-3479-4c99-b2b2-a049b3d580fd
7266,N08000207,Blackwatertown, ,93143,508030,-6.72551,54.37449,90822601.3674965,67303.4069524136,1a2bbcda-15e0-4552-bb2a-34ff6a335963
7267,N08000208,Bleary, ,116941,511228,-6.3633,54.41692,14528268.0574608,25548.0882853099,e35f3670-f47e-410f-ad73-464c419d61f4
7268,N08000209,Brownlow, ,117481,514335,-6.35796,54.44506,3888127.84637451,9437.18499989777,6dfedec5-bfd0-433f-951f-8f4b4f2cdd60
7269,N08000210,Cathedral, ,97013,506041,-6.66411,54.35899,4560815.6109581,11702.2493604653,15506131-c693-44ab-85d9-df729d780ba1
7270,N08000211,Corcrain, ,111251,513158,-6.4526,54.43102,1608235.42464066,6203.69975785406,0854ddc7-bfed-470e-bb2d-74d5f09eb5c5
7271,N08000212,Craigavon Centre, ,114103,514978,-6.41052,54.44894,11949210.5297012,18476.8633448353,77ed9955-4158-4003-a24b-496a0cf1b8ab
7272,N08000213,Demesne, ,98207,503327,-6.64305,54.33538,4740203.40229416,11858.5326631796,5e833df6-12ed-44d7-be19-8a982fa10cc7
7273,N08000214,Derrytrasna, ,112256,522805,-6.44653,54.51802,70840004.7968559,40595.3322182523,f88eed7e-8db2-48ee-8adf-670c246a2ec7
7274,N08000215,Donaghcloney, ,122641,510474,-6.275,54.4133,43768686.3882866,39720.1109880705,3c8a1097-aab7-4789-8a3c-b28fe62bb125
7275,N08000216,Dromore, ,132228,509016,-6.12635,54.40536,9589394.12775421,16129.2082145412,182faa61-7fac-426d-b3ce-4dd7c2aa8769
7276,N08000217,Gilford, ,118217,505460,-6.33823,54.36594,39648589.6774864,33028.7546833137,83cb059a-b7dc-4d5a-881a-ab62f934c19a
7277,N08000218,Gransha, ,133818,504344,-6.09774,54.36432,75221955.1029129,55148.7148693059,a64a9c37-8e13-4519-b1d9-cf1e7556f662
7278,N08000219,Hamiltonsbawn, ,105542,503354,-6.53062,54.33991,70409625.2271271,59975.1635429153,5d7d354e-ce8f-4898-9208-dbd84fad1131
7279,N08000220,Keady, ,90049,493607,-6.75802,54.24344,71625309.5249176,50040.5614010383,cae5cdc5-38e1-44ed-9d30-5cf7d2a4ed67
7280,N08000221,Kernan, ,115160,512861,-6.39223,54.43056,8184841.75323105,15626.5332544882,dc00f36a-dca9-4633-bbec-27cf861739de
7281,N08000222,Killycomain, ,112414,512252,-6.43384,54.42356,2573223.05420303,8836.22166847412,0c922f7d-c6f0-490f-a512-7f3a28849394
7282,N08000223,Knocknashane, ,120035,515061,-6.31938,54.45298,1581660.97231674,7199.23411087888,5d0c11ec-0398-437e-a7ea-f40bdfc69fde
7283,N08000224,Lough Road, ,118616,517287,-6.34331,54.47215,1948503.81287003,6958.9384192614,0cfa216e-1ff6-41e6-8848-0a157b685698
7284,N08000225,Loughbrickland, ,125544,498110,-6.219,54.30406,88902993.8349113,65796.5225594609,8b08ec2d-67c2-43e9-9ec9-24dfdef8c237
7285,N08000226,Loughgall, ,103795,514290,-6.5683,54.43687,69870895.6721878,53106.8890403712,badb1cff-16cc-428d-9374-9ac2fceda756
7286,N08000227,Magheralin, ,123204,515727,-6.27126,54.46068,14225606.987709,21766.8406214661,1f9993dd-e7be-4d09-bb3d-f0dd006248f0
7287,N08000228,Mahon, ,111804,508916,-6.43998,54.39332,18729589.3338585,24687.3291880567,fab9f8fa-1281-4160-8a75-cd2d04d2e73e
7288,N08000229,Markethill, ,109551,497915,-6.46386,54.29347,89233340.8679504,61681.174140963,b56c671d-1c0a-4e9b-b3f4-d46b26cec1b7
7289,N08000230,Mourneview, ,118973,515161,-6.3358,54.45329,1747514.12201309,6961.11023999341,73c9e7fa-241a-4942-9443-d3615d601b0f
7290,N08000231,Navan, ,90786,500962,-6.75434,54.30976,100252260.513752,69111.5700525481,c58b55b0-b194-4437-ae34-7c89565de57e
7291,N08000232,Parklake, ,120009,516704,-6.32133,54.46769,2875419.13486099,8496.58524533475,2b90f98d-91a3-4192-8eb8-7d1c79f42f13
7292,N08000233,Quilly, ,128687,508317,-6.18012,54.39722,46634934.0247498,45346.8677739539,03625e24-2987-4818-b72b-e256882e7caf
7293,N08000234,Rathfriland, ,130231,492929,-6.14249,54.26011,56281457.9212646,47763.2164652643,a94e194d-ae28-4a7d-ae11-7667048521fa
7294,N08000235,Richhill, ,104547,507460,-6.54995,54.37612,36453963.4881668,38635.4026596365,da57cb73-0346-4b52-a5a7-0e212f29204d
7295,N08000236,Seagahan, ,99119,494763,-6.62045,54.2592,117288413.051548,63553.7855595781,962ff97a-050d-4e41-b25c-70b0b0c39341
7296,N08000237,Shankill, ,118464,515841,-6.34428,54.4591,1827259.368927,6462.45766195606,5846887f-d1ad-476f-a75b-bec352b738c8
7297,N08000238,Tandragee, ,113299,505417,-6.41365,54.36281,12317071.5382652,22033.0033153445,44a94cba-2200-4512-bc75-70497bdee963
7298,N08000239,The Birches, ,106229,519918,-6.53648,54.48871,77473896.7964745,56773.9708530372,20cf8d13-2f65-4a9d-b267-bed2782e88ee
7299,N08000240,The Mall, ,98770,505669,-6.63679,54.3567,5568025.57885742,12625.6908955942,345db175-c745-4ef5-a636-c2a3442519e2
7300,N08000241,Waringstown, ,120420,512900,-6.31142,54.43383,11848277.2118492,17722.8965260626,b605a756-3ed1-47c0-83c6-427249b9e838
7301,N08000301,Andersonstown, ,142259,527341,-5.98818,54.57483,978500.949028015,5111.73767054483,1903b9ce-83fb-455f-b713-1d7c83ed79ca
7302,N08000302,Ardoyne, ,144445,531706,-5.95825,54.61508,536494.004806519,3127.49444750072,06c26e33-b402-487c-829c-0839720e7706
7303,N08000303,Ballygomartin, ,142929,530750,-5.98083,54.60574,2752713.40153503,9190.36064815339,6bf1a13e-b309-4735-8387-78e56db5e517
7304,N08000304,Ballymacarrett, ,147574,529684,-5.90817,54.59852,988879.597587585,4495.7940422243,0a061219-7b78-451d-ab40-6b98a39f1cf6
7305,N08000305,Ballymurphy, ,143023,529500,-5.97828,54.59458,810810.285881042,4677.8287376946,fdda3324-f22b-4803-9466-58ea17d76257
7306,N08000306,Ballysillan, ,144028,533470,-5.96623,54.63068,1053063.18408966,5181.21350906457,17206d21-23f1-45fb-845a-3595eff437bb
7307,N08000307,Beechmount, ,143933,529016,-5.96381,54.5907,862413.676246643,5097.25316825419,b6e10be8-125c-45a5-b004-676ff3631e01
7308,N08000308,Beersbridge, ,148333,528927,-5.8958,54.59211,950777.280227661,4971.87548123677,53c125b4-8fd5-4c57-b1c7-f8db03951381
7309,N08000309,Bellevue, ,146177,535509,-5.93478,54.65005,3331998.60702515,8990.52533012375,f446d320-636d-48e0-a15b-2b20fc0e7069
7310,N08000310,Belmont, ,150299,530131,-5.86647,54.60388,1437791.9877243,5285.95011973542,a5c8ab68-855e-4a65-bb7f-d775144ca155
7311,N08000311,Belvoir, ,145458,524601,-5.93644,54.55189,5466529.26896667,14494.0530159386,9c3e0d5a-0906-40d9-96ee-b9aa9b7336ba
7312,N08000312,Blackstaff, ,144443,528202,-5.95523,54.58366,2565214.46892548,9092.52596952846,f68245d0-263e-4234-9e5b-b3c9fef56b79
7313,N08000313,Bloomfield, ,149093,528953,-5.88409,54.59272,815744.474380493,4224.20904553278,4d919e41-22cd-4429-ab45-84c73484db91
7314,N08000314,Cavehill, ,144975,534599,-5.95258,54.64128,3123790.10340881,9340.54086087269,884c3e82-0150-4811-b7fe-8c11792cbcf2
7315,N08000315,Central, ,146244,528857,-5.92799,54.59044,2809888.76856995,9608.12748515276,a1f097cd-0027-4d78-ab8c-4cf2bce25132
7316,N08000316,Chichester Park, ,145194,532970,-5.94777,54.62679,1178375.38604736,6254.56888104102,21b34007-7742-4600-8726-1f0cf313e6d3
7317,N08000317,Cliftonville, ,144540,532304,-5.9573,54.62049,1136374.46476746,5517.19259740501,d3bb0518-f6a4-4624-b362-6a43ed6008da
7318,N08000318,Clonard, ,144040,529841,-5.96288,54.59815,785173.39756012,4201.43714356292,66242d54-785f-47ef-9c94-ac0b03b084a0
7319,N08000319,Collin Glen, ,140323,529228,-6.01973,54.59076,9562607.74201202,15545.3131024652,c9da98fa-cdb2-4167-8bc7-a86cf829e6ce
7320,N08000320,Connswater, ,148940,529753,-5.88713,54.59982,928210.601074219,5177.86096007944,8c169fa5-7d54-42b1-9c90-8dbfec463499
7321,N08000321,Cregagh, ,147915,526781,-5.90041,54.57266,846579.410400391,4225.25467426527,9bca2bb1-acd5-4f3a-856e-5ea2525e39c2
7322,N08000322,Duncairn, ,147883,533204,-5.90642,54.63023,9579202.41917419,16936.4457308534,26d1afd7-a373-4609-86dc-baeda7d9a572
7323,N08000323,Dunmurry, ,141011,525102,-6.00547,54.55412,1905648.18041229,7104.79088956675,7778f911-5e77-45dc-b219-4d6fac6fb70c
7324,N08000324,Falls, ,145010,529576,-5.94767,54.59626,1100677.04216766,5625.25694148357,902ae9e9-26d6-4683-beff-f5c6029add51
7325,N08000325,Falls Park, ,142984,528064,-5.97763,54.58168,2210681.30497742,7733.66196420134,f0313abb-3718-4220-b21c-5256c87b945e
7326,N08000326,Finaghy, ,142260,524529,-5.9857,54.54962,2592586.97244263,7410.5087681824,6a0a2165-33c8-4182-8c44-30ccb2c79637
7327,N08000327,Forth River, ,142017,532000,-5.99601,54.61648,4337278.02886963,12370.4371615951,cbefa452-30df-4659-89b0-6e83fe73f959
7328,N08000328,Fortwilliam, ,146276,532813,-5.93092,54.62592,876535.404418945,4452.47516059387,8a8ca54f-528b-4fb5-90a8-624303716f82
7329,N08000329,Garnerville, ,151836,530952,-5.84342,54.612,2901877.48218536,8679.59326864829,c1d963d7-27a5-47ce-9ba2-7610ca12212b
7330,N08000330,Gilnahirk, ,152127,527785,-5.83625,54.58374,1806870.0352478,6320.62110428464,123a7fbd-9d84-448e-bfc1-f77447d1cbd4
7331,N08000331,Hillfoot, ,149514,526520,-5.87551,54.57111,2622019.16403961,7983.73445119039,888cf4cb-9480-4be3-872b-c8af7ed5904a
7332,N08000332,Innisfayle, ,146474,533823,-5.92873,54.63508,1272029.37141418,5584.01028398043,58d671a7-27ae-45e8-8785-39c87bf582e0
7333,N08000333,Knock, ,150607,529116,-5.86085,54.59493,1298260.82579041,4947.62318470565,d2586abd-4217-4eba-a775-df5a68a9bcc9
7334,N08000334,Ladybrook, ,140726,526053,-6.0107,54.5625,1105370.11560059,6216.54894048414,8857bb3b-ad0c-4574-bab2-f3d01d8d67a9
7335,N08000335,Lagmore, ,138691,525203,-6.04134,54.55384,2173371.72593689,7359.9286900737,21c6c84b-45fe-4b81-bf63-03bfcf132043
